RunNumber,GuessTillWin,Word
378,1119,great
379,753,Mr
380,2983,Muslim
381,56,validity
382,1339,window
383,2106,focus
384,1130,public
385,1430,ownership
386,2635,cartoon
387,3386,biography
388,2512,everywhere
389,316,builder
390,861,predict
391,1688,freedom
392,2416,likelihood
393,494,author
394,341,educational
395,1244,exploit
396,2366,organization
397,282,controversial
398,738,bend
399,448,belt
400,2782,apple
401,909,state
402,2894,extra
403,613,auto
404,1897,anymore
405,1346,kit
406,3306,n't
407,2873,bush
408,2664,mail
409,1922,plant
410,3244,steal
411,4057,consent
412,1235,interval
413,2655,population
414,39,shout
415,1642,solar
416,1797,entity
417,628,violation
418,1981,device
419,2517,Spanish
420,3972,breath
421,215,already
422,3573,distribution
423,2392,hurry
424,3129,tooth
425,1402,invest
426,3398,squeeze
427,4166,accommodate
428,1068,cute
429,3660,chronic
430,3953,anyway
431,3451,canvas
432,1282,creativity
433,346,center
434,761,dried
435,3917,borrow
436,1690,treatment
437,326,fault
438,3407,pig
439,2030,screen
440,626,conclusion
441,4064,missing
442,2611,road
443,670,consistent
444,3658,withdrawal
445,1664,purchase
446,1796,noon
447,3158,tone
448,314,romance
449,2605,diamond
450,633,revelation
451,4175,speaker
452,2969,word
453,1616,protective
454,819,rabbit
455,726,cop
456,2396,proclaim
457,1210,collection
458,2092,growing
459,2257,glad
460,336,conversion
461,1997,fast
462,2785,devastating
463,1036,element
464,1554,besides
465,3088,gross
466,998,string
467,1315,army
468,504,small
469,410,inspector
470,1768,bike
471,800,twentieth
472,3288,starting
473,3505,meanwhile
474,2198,across
475,731,corporate
476,189,celebrity
477,2458,prominent
478,3189,tighten
479,1815,jeans
480,321,leave
481,3240,license
482,144,behave
483,384,electrical
484,771,juice
485,3756,driver
486,1200,manufacturer
487,1599,fresh
488,2358,load
489,2561,highlight
490,2820,blink
491,159,parade
492,112,grant
493,2567,weave
494,3735,commitment
495,1412,episode
496,123,cabinet
497,1787,pie
498,3165,whoever
499,3172,mysterious
500,1414,appreciate
501,2098,carry
502,1624,integrated
503,3614,field
504,1439,exhaust
505,2717,everything
506,3123,trouble
507,1179,slap
508,509,sheer
509,1038,restaurant
510,89,theater
511,992,drift
512,2907,jump
513,226,reserve
514,3750,would
515,2288,necessarily
516,3481,gang
517,2164,spread
518,1520,arrange
519,2042,tobacco
520,245,gentle
521,871,retailer
522,219,site
523,4061,thrive
524,3400,integrate
525,1392,severe
526,3051,refuge
527,2901,laugh
528,1756,mirror
529,2,drama
530,579,essentially
531,1627,expansion
532,50,statement
533,3365,careful
534,183,pastor
535,2160,tend
536,4161,broken
537,1825,virtual
538,2945,homeless
539,3487,attend
540,497,sunny
541,3869,adopt
542,4105,factor
543,249,perform
544,675,partly
545,2119,intend
546,639,coming
547,977,qualify
548,457,sculpture
549,560,pitch
550,3799,several
551,2061,working
552,1232,parking
553,188,lawsuit
554,884,believe
555,1226,architect
556,1804,basically
557,2712,cooperation
558,1137,protocol
559,661,spokesman
560,1919,tower
561,3906,inventory
562,4173,accurate
563,1172,buy
564,3819,basic
565,3602,addition
566,2062,colony
567,227,apologize
568,816,true
569,2580,boyfriend
570,63,bow
571,2203,selection
572,3312,length
573,1773,suspend
574,822,perfectly
575,3653,momentum
576,680,rage
577,93,proposed
578,3856,desperate
579,4213,cord
580,636,boast
581,2787,former
582,2402,busy
583,2847,jungle
584,3638,forbid
585,2067,officer
586,4029,premise
587,19,theology
588,758,regulator
589,1985,dimension
590,38,attach
591,2470,pen
592,3449,British
593,645,five
594,180,chemical
595,2118,crazy
596,2514,sometime
597,3438,quarter
598,3466,bread
599,3714,teach
600,1658,value
601,2570,appreciation
602,3781,notice
603,4127,flour
604,2808,development
605,608,base
606,1852,steadily
607,2892,three
608,1113,lemon
609,3185,corporation
610,3761,brave
611,1022,Soviet
612,2941,none
613,1762,stick
614,1522,increase
615,1004,sponsor
616,2304,sample
617,3788,photographer
618,3477,swimming
619,3337,endorse
620,2931,teen
621,4151,generation
622,2597,behavioral
623,691,placement
624,3704,ago
625,2995,eyebrow
626,1551,baby
627,1176,reflect
628,3934,frequently
629,1083,horror
630,942,present
631,1133,discover
632,1122,shade
633,3640,president
634,202,spending
635,3538,adjustment
636,3722,vanish
637,804,wonder
638,1106,exclusive
639,881,gender
640,2432,disappointed
641,904,math
642,1792,technology
643,3984,fourth
644,4067,bombing
645,174,French
646,270,gravity
647,3837,nearly
648,2865,gradually
649,502,frown
650,4190,involved
651,378,video
652,3963,factory
653,668,camera
654,3478,report
655,3103,item
656,2313,actual
657,102,characteristic
658,2405,kick
659,2447,loan
660,3366,topic
661,1887,household
662,2636,pan
663,3035,efficient
664,360,ice
665,2547,assembly
666,647,grandfather
667,566,surface
668,3270,American
669,3621,plain
670,2863,poetry
671,4009,odds
672,1626,parish
673,836,sack
674,1059,gentleman
675,3774,separate
676,549,biological
677,2127,photography
678,2775,sensor
679,1204,Canadian
680,3615,involvement
681,2536,weird
682,2116,therapist
683,3219,judicial
684,555,brand
685,3834,dynamics
686,2178,thread
687,4082,occasion
688,2629,stare
689,2233,ultimate
690,3506,deny
691,3558,pass
692,2007,supply
693,2113,replacement
694,1469,become
695,3541,mark
696,141,speculate
697,1892,taste
698,2549,religious
699,466,extensive
700,885,make
701,292,plan
702,60,root
703,259,tape
704,4065,odd
705,1819,blessing
706,3021,pleasant
707,3880,downtown
708,3192,alone
709,969,lightly
710,3037,precise
711,1220,ensure
712,4148,immune
713,2876,Asian
714,3463,rip
715,1367,thus
716,2378,bond
717,3116,answer
718,2521,teaspoon
719,193,consequently
720,1798,cease
721,1858,supermarket
722,3588,filter
723,3780,probably
724,354,river
725,2982,scholar
726,1426,brake
727,3039,convinced
728,3465,screening
729,3559,frustrate
730,271,summer
731,4138,manipulate
732,1438,midst
733,3516,density
734,1749,sexy
735,4032,leather
736,1363,depending
737,1988,capable
738,3233,practically
739,2349,bolt
740,3542,cave
741,1285,donate
742,1772,miracle
743,437,insight
744,3845,interact
745,1867,remain
746,1775,laboratory
747,1516,actress
748,1586,stroke
749,1468,swear
750,811,related
751,1659,mouth
752,1006,shut
753,274,mandate
754,510,craft
755,3977,door
756,3216,frequent
757,1904,power
758,204,laughter
759,686,hand
760,3102,wall
761,2718,training
762,3213,Christian
763,2453,critic
764,623,diabetes
765,3610,deem
766,2524,sufficient
767,1961,belief
768,1502,collaboration
769,1493,scene
770,3721,scan
771,2551,fishing
772,1901,ah
773,1695,competition
774,3521,negative
775,2205,drinking
776,2694,indication
777,642,opposed
778,3204,economics
779,2212,confrontation
780,2724,hearing
781,3301,log
782,539,mystery
783,4144,grin
784,1187,loss
785,660,appeal
786,2461,aggressive
787,3723,somewhere
788,3745,individual
789,2933,kid
790,3945,signal
791,1452,treat
792,303,influence
793,545,retirement
794,3002,column
795,3962,district
796,2237,person
797,2085,railroad
798,2898,benefit
799,2043,therapy
800,2482,driving
801,2914,diplomatic
802,2722,reminder
803,3077,rise
804,1067,nowhere
805,889,lost
806,1733,successfully
807,122,tip
808,3535,tropical
809,2161,infection
810,3236,volume
811,1821,moderate
812,2468,tribe
813,1477,supplier
814,2988,circle
815,1213,reception
816,3947,society
817,309,idea
818,2253,normal
819,3608,Cuban
820,1418,method
821,3706,sheep
822,648,meantime
823,1442,via
824,1628,gas
825,915,rebel
826,113,import
827,3736,handsome
828,1501,two
829,2725,proud
830,2728,bone
831,2615,exam
832,1139,effort
833,2968,half
834,3792,seven
835,1850,engineer
836,464,ask
837,3007,metropolitan
838,3698,backyard
839,3138,assistant
840,3459,abuse
841,3364,courage
842,2401,network
843,2002,ally
844,1597,tomorrow
845,1291,bicycle
846,886,dose
847,1952,woman
848,1105,perspective
849,2195,relationship
850,3595,routinely
851,576,milk
852,2990,attention
853,1896,collector
854,2626,refrigerator
855,995,debt
856,544,lift
857,3034,cash
858,3604,regarding
859,2846,library
860,4084,performer
861,2895,never
862,3900,brutal
863,1770,husband
864,1914,rescue
865,1736,anxiety
866,2966,modern
867,3423,preach
868,1458,everyone
869,1121,soon
870,706,meaningful
871,2312,big
872,3726,innocent
873,2917,profound
874,3186,north
875,2896,civic
876,2231,unfortunately
877,4050,reduction
878,789,identification
879,3168,gifted
880,2620,buck
881,2384,squad
882,1801,together
883,2576,soften
884,1620,properly
885,569,retired
886,3182,works
887,3082,advice
888,3688,trap
889,1694,ability
890,2455,suddenly
891,1651,genetic
892,2803,lovely
893,2031,reliable
894,1457,moment
895,2227,golf
896,198,term
897,3691,bounce
898,1030,sudden
899,1404,net
900,2264,explicit
901,130,conception
902,87,fatal
903,2799,Catholic
904,3474,ceremony
905,1074,offender
906,1696,new
907,493,brain
908,2525,dozen
909,1316,slot
910,407,hospital
911,954,broadcast
912,4123,south
913,589,enact
914,4178,handful
915,1216,hear
916,3909,immediately
917,244,care
918,1960,stand
919,1975,rope
920,223,suspicion
921,3940,perception
922,3696,specify
923,1090,clock
924,3063,background
925,1543,motor
926,2226,student
927,1361,sexuality
928,679,bit
929,1039,floor
930,2252,seem
931,3130,pencil
932,4152,elder
933,3904,temporary
934,1427,crop
935,1087,traditional
936,2449,according
937,2400,execute
938,3570,experienced
939,2526,marketing
940,3961,specialty
941,3784,dissolve
942,1714,easy
943,1272,mineral
944,1972,wagon
945,1998,glance
946,1178,hay
947,1169,hormone
948,228,way
949,1280,point
950,830,realize
951,4066,joint
952,3725,inquiry
953,3124,review
954,165,quarterback
955,2682,minor
956,1665,annual
957,2757,mobile
958,3592,direction
959,1983,row
960,154,phase
961,3373,comprise
962,2081,target
963,966,proposal
964,809,safely
965,1515,birthday
966,785,boss
967,1743,aide
968,3624,equation
969,2271,magnitude
970,3606,forth
971,2773,season
972,2937,inner
973,1959,steer
974,1034,protein
975,1918,wood
976,988,sympathy
977,267,significantly
978,2004,observation
979,1296,reader
980,4048,silver
981,3402,employee
982,2786,worry
983,4164,republic
984,3320,candy
985,1443,commissioner
986,1675,manufacturing
987,3967,admire
988,1461,texture
989,4159,overnight
990,1002,maker
991,4081,radiation
992,1842,publisher
993,536,enterprise
994,2970,defendant
995,459,roof
996,203,around
997,3794,transaction
998,79,write
999,1870,selected
1000,3531,camp
